2023-09-20 06:18:04.6042||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:18:04.6042||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:18:04.6288||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:18:04.6325||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:18:04.6325||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:18:04.6325||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:18:58.8634||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:18:58.8634||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:18:58.8976||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:18:58.8976||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:18:58.8976||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:18:58.8976||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:19:08.9113||DEBUG|DigitalSignaturePdfFileSign|After signing base64Pdf length: 436596 |url: |action: 
2023-09-20 06:19:08.9113||DEBUG|DigitalSignaturePdfFileSign|End signing |url: |action: 
2023-09-20 06:22:52.5309||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:22:52.5369||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
2023-09-20 06:22:52.5369||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:22:52.5369||DEBUG|DigitalSignaturePdfFileSign|Before signing base64Pdf length: 415860 |url: |action: 
2023-09-20 06:22:52.5369||DEBUG|DigitalSignaturePdfFileSign|pageSign: '1', llx: '75', lly: '482', urx: '236', ury: '534' |url: |action: 
2023-09-20 06:22:52.5369||DEBUG|DigitalSignaturePdfFileSign|endpointUri: https://sign-hn10.vin-hsm.com |url: |action: 
2023-09-20 06:23:14.8184||DEBUG|DigitalSignaturePdfFileSign|After signing base64Pdf length: 436596 |url: |action: 
2023-09-20 06:23:15.8348||DEBUG|DigitalSignaturePdfFileSign|End signing |url: |action: 
2023-09-20 06:24:34.0853||DEBUG|DigitalSignaturePdfFileSign|---------------------------------------------------------------------- |url: |action: 
2023-09-20 06:24:34.0853||DEBUG|DigitalSignaturePdfFileSign|Begin signing for pdf file '2109300001_SHMD.pdf' by user 'ADMIN', userFullName 'Quản trị hệ thống' with appId: 'b257158e9f6141fd8b31437d0ff13716', secret: 'moDDm/t/8IvklPBhzRpNNqT9QYLtIa0NPQ60BrPX' |url: |action: 
